id,댓글,공감수
1,  어디서 사셧는지 알수있을까요 ? ㅠㅜ 답변 부탁드려요 ! ㅎㅎ ,3
1,  임지님 갤럭시 핏쓰고 있는데 핏처럼 답장가능한가요? ,3
1,  가성비 미쳤네요... ,3
1,  형 요즘 영상 자주 올리네 잘 보구 있어 형 힘내 형이 리뷰해서 내 통장 거덜나고있어 ,3
1,  6:12 혹시 이 어플 앱 이름좀 알려주실수 있을까요..? ,3
1,  영상에 나오는 스마트폰 기종 알수있을까요?? ,3
1,  감사합니다 스마트워치 알아보는중이었는데 이거 사야겠네여 ㅋㅋㅋㅋㅋㅋ ,3
1,  훠미 좋으당!!!!! ,3
1,  난왜 기기를 못칮니....  어카지.... ,3
1,  아 참고로 notify & fitness 에서 갤러리에 있는 사진을 잘라서 밴드 배경사진으로 등록할수도 있어요~ ,3
1,"  미밴드, 미밴드2까지는 샀었는데 수영이 안돼서 불편했었어요 4는 훌륭하네요 한번 사볼까 고민되네요 ",3
1,  저 어제 미밴드4를 쌌는데 배터리가 빨리달아요ㅜㅜ ,3
1,  Apple Watch 밴드 무슨 색깔인가요?. ,3
1,  카카오톡 안읽은 알림X개 있습니다. 이거 없애고 싶은데 주황색 버튼알람이 떠서... ,3
1,  미밴드 특유의 시간이 지나면 액정 어두워지는게 괜찮으면 구매하고 싶네요 ㅋㅋ 지금 알긴 어렵겠지만요 ㅠ ,3
1,  아직 미밴드3도 만족중이라 :) 4도 이쁘네요 ,3
1,  미밴드 보러 왔는데 5:40 조직의 큰 형님 ㅋㅋㅋㅋㅋㅋㅌ ,3
1,"  3만원짜리라 막 써도 되긴한데, 저속충전하는게 좋으니, 웬만하면 충전기에 꼽지마시고, 노트북 같은데 USB에 꽂아서 충전하라는 얘기가 있습니다. ",3
1,  리뷰 편안하고 솔직하게 잘 해주시네요. 바로 구독했습니다. ,3
1,  더 얇게 나오면 좋을 텐데.. LG에서 좀 만들지. ,3
1,"  미밴드3와 달리 스누즈를 끄는 기능이 없어서, 알람울릴 때(3번만울림) 미밴드화면을 터치하지 않으면 10분마다 스누즈가 반복돼서 아주 귀찮음. 내가 미밴드3로 돌아간 이유. ",3
1,  미밴은 그냥 쫌 어짜피 시계도 패션이라...비추천 ,3
1,  문자와 카톡이 도착알림만 되고 내용이 안떠요.해결법 좀.... ,3
1,  혹시 주문한지 한 몇일 정도에 상품이 도착했나요 ,3
1,  엄지 드렸어요. ,3
1,  핸드폰 1대만 등록 가능하나용? ,3
1,  디스플레이 깨우는건 수평보단 일상생활처럼 팔이 내려있다가 시계확인하는 수직움직임에서 잘켜지더라구요 ,3
1,  핸드폰을 안쓰는데 시계와 만보기 기능만 쓰면 되는데 이거 쓰는데는 문제 없겠죠? ,3
1,  이거 가까운 어디 매장에 가야 살수있나요?? 매장에선 안파나요..? ,3
1,  음악 단독되나요? ,3
1,  미밴드 4는 아무리봐도 폰트가 이상해서 그냥 갤핏을 구매했어요 ㅋㅋ ,3
1,  샤오미 사용하면서 에어팟  사용가능한가요? 폰이꺼져 있어도 사용  할 수  있나요? ,3
1,  미밴드는 폰하고 연결 안하면 못쓰나요? ,3
1,  손이쁘다 ,3
1,  스마트폰이랑 연동을 해야만 사용가능한가요? ,3
1,  핸드폰처럼 전원끄기같은거 없어요? ,3
1,  요가는 안되는거죵 ㅠㅠ ,3
1,  생일에 사달라 햇는데 아직 안오네요 ,3
1,"  제가 에어팟을 쓰는 상태에서도 밴드를 쓸수있을까요? 에어팟,밴드 둘다 모두 블루투스 연결을 필요로 하는 제품인데요 ",3
1,  미밴드 찾아봐야지 ,3
1,  사도 되나요? ,3
1,  스마트폰과 어느정도 거리가 떨어지면 않되나요? ,3
1,  고맙습니다 ,3
1,  마이크만이라도 달아주지..... ,3
1,  갑자기 밴드디스플레이 를 못바꿔요 데이터를 불러올수 없습니다. 스크린을탭해서 다시 시도하십시오  라고 떠요 해결방법이 뭐죠? ,3
1,  그 쿠팡에 있는 로켓배송으로 되는 미밴드 4는 NFC기능이 없다고 하는데 그러면 뭐가다르나요? ,3
1,  그냥 3만원짜리 자유롭게 테마 커스텀하는 가벼운 시계라고 생각하고 산다치면 엄청 괜찮은 가격에 성능임 ,3
1,  얼마인가요? ,3
1,  샤오미 미밴드4 고장나면 어디서 a/s해주나요? ,3
1,  미핏에서 보호자 동의를 하지않으면 미밴드4를 사용하지 못하나요? ,3
1,  화웨아 아너밴드5는 어떤가요? 수영에 쓰기엔 미밴드4보다 성능 좋다해서 고민중인데.. 그외기능은 현저히 떨어질까요? 리뷰찾기가 힘드네요 ,3
1,  좋아요 꾸욱~~~^^ ,3
1,"  와이프 것 까지 여우미 회원가입해서 구매 했습니다.. 영업력 쩌시네요 애플워치 사고 싶지만 배터리 문제 때문에 (가격 문제 아님, 암튼 아님) 요 놈 사는데 애플은 언제 일주일 배터리 되는 애플워치 나올랑가요...  매일 충전해줘야 하는 그게 시계냐고 ㅠㅠ ",3
1,  더보기란 아무리 봐도 쿠팡 링크가 안보이는데..  어디서 구매 가능하나요 쿠팡에서는 4만원대에 판매하고있던데. ,3
1,  달리기 측정 되나요? 달리기 측정하면 삼성 헬스 앱에서 처럼 달린 거리도 표시되나요? ,3
1,  요즘 지름신 접신 안해주시네요 ㅠ ,3
1,  아이폰 사용중인데 에어팟이랑 같이 연동 되나요?😁 ,3
1,  그러면 한글판을 사야지만 지원이 되냐요.? ,3
1,  와이파이 안통하면 안되는 앱있나요? 휴대폰을껏을때는 스마트밴드에서 사용되는 어플은 뭐가있나요? ,3
1,  블루투스 이어폰을 연결해서 음악을 들을수도 있나요? ,3
1,  휴대폰과 거리가 멀어도 블루투스기능이 작동되나요..? ,3
1,  핸드폰 안쓰는데 pc로도 수면 페턴 기능 사용가능할까요? ,3
1,  얼마주고 샀어요? ,3
1,  영상보고 미밴드4구매하고 한국어패치까지 했는데 카톡알림오는게 어쩔때는 미리보기로 볼수있고 어쩔때는 안보이는데 어떻게해야될까요ㅠㅠ ,3
1,  글짜색깔도 바꿀수있나요? ,3
1,  완전 영업당하고갑니다 ,3
1,  4:24ㅋㅋㅋㅋㄱㅋㅋㅋㅋ스-윽 몇번하다가 폰꺼내서 시간확인할것같은 기분ㅋㅋㅋㅋㅋㅋㅋㅋ ,3
1,  NFC버전도 리뷰 해주새요 ,3
1,"  고딩입니다. 돈은 16만원 가량 있어 어메이즈핏 GTS나 GTR, 혹은 미밴드 를 사고자 하는데, 뭐를 더 추천하시는지요? 운동은 그리 많이 하지 않습니다. ",3
1,  한국 정발되면서 한글 폰트까지 깨지지 않게 됐다니 가성비가 더더욱 좋아졌네요 ,3
1,  혹시 폰을집에 두고 밴드만 차고 달리기 측정이되나요??? ,3
1,  갤럭시 A8연결될까요? ,3
1,  저는  어제  주문했는데  언제  올까요?? ,3
1,  그 폰 샤오미 레드미 k30이에요? ,3
1,  한글 폰트가 혹시 완벽한가요??? ,3
1,  배터리 용량은 어떻게 알아요? ,3
1,  혹시 공기계랑 연동 가능할까요? ,3
1,  전화도 받을 수 있나요?? ,3
1,"  지금은 49,500원 ㄷㄷ 조금 팔리니 업자들이 또 농간을 부리는 듯 하네요. ",3
1,"  쿠팡 품절돼서 비싸도 배송비까지 5만원가까이 주고 샀더니 사자마자 쿠팡에 입고됐어요ㅠㅠ 사용 3일째예요  근데 제가 새벽,아침에 자는데 그시간에 자는건 수면체크를 못하네요ㅠㅠ 젤 기대했던게 수면체크였는데요 당황스러워서 어찌해야할지ㅠㅜ ",3
1,  사이트좀 알려주세요 ㅠㅠ ,3
1,  2배속이 항암제다 ,3
1,  임지님 어메이즈 핏빕이라고 저렴하게 사면 5만원대에 살 수 있는 스마트워치를 쓰고있는데 정말 좋아서 소개 영상 만들어주면 다른 분들도 보실 수 있을 것같아요! ,3
1,  도와주세요 미밴드를 미핏에 계속 연결했더니 밴드를 초기화 하고 해래요 제발 해결바법좀 알려주세요 ,3
1,  거의 반년째 사용중인데 충전을 거의 한달에한번씩함 배터리 오래가서 너무좋음 ㅋㅋ ,3
1,  샤오미불매 ,3
1,  지금 미밴드4사면 호갱.. 당장 필요한거 아니면 미밴드 5에서는 글로벌버전에도 nfc 기능이 들어간다니 그때 사는게 나음 ,3
1,  한글패치버전 버스카드 되나요? ,3
1,  카톡이나 저나가 오면 진동이 울리나요? ,3
1,  팔에 차는ㄱㅓ 은ㅍㅏ~ㄹ ,3
1,  이거 센서가 반응을 잘안해서 팔움직여도 화면이 안나온다는분이 많은데 그렇지 않습니다. 너무 빨리 움직이거나 격렬하게 움직이는게 아니라 손목을 천천히 열쇠돌리듯 움직여주면 반응잘합니다. 돌리는 속도는 직접 5~6번 해보고 연구해보세요 금방 익혀집니다. ,3
1,"  제가 미국에 살아서 아마존에저 구입 했는데 기기도 다 연동 했는데 왜 카톡이나 전화, 메세지 그런 알람이 안오죠?? 도와주세요ㅠㅠㅠㅠ ",3
1,  아이폰만 사용가능한가요? ,3
1,  비누로 세척 가능한가요? ,3
1,  휴대폰 연결이 안되었을때도 스톱워치같은 기능 사용되나요 ,3
1,  자막무슨글꼴이에요? ,3
1,  휴대폰과 연결거리는 몇 미터에요? ,3
1,  티셔츠 어디서 사셨나요?? 고양이 티셔츠가 너무 이뻐요 ,3
1,  이거 구매링크 좀 주세요 ㅠ ,3
1,  이제 이거 한글패치가 되는지 이제서야 봤네 미밴드4는 가성비 확실히 인정하는 부분 ,3
1,  미밴드2잘가시오 ,3
1,  으앗 오랜만의 영상... 저도 그거 생각했었는데 기어s3가 생기는바람에... ,3
1,"  전부터 갖고 싶었는데, 물량이 없어서 못구하다가 이번에 정말 구매해볼려고 했는데... 여전히 고무밴드는 맘에 안드네요..ㅠ 메달 트낌나는 줄을 하나 살까? 배보다 배꼽이 더 크려나???ㅋㅋㅋㅋ 참... 임지형님 기회된다면 탭S5e와 찰떡궁합인 블루투스 키보드도 추천해주시면 감사할것 같아요....ㅋㅋㅋ ",3
1,  구매링크 좀 주세요 ㅠ ,3
1,  갤럭시A40에 연결되나요? ,3
1,  젠장 저거 정발된지도 모르고 얼마전에 3 사버렸ㅇ... ,3
1,  폰끄면 저것도 꺼지나요? ,3
1,  스마트폰과 어느정도 까지 거리인식 되서 알림이 되나요? 멀리떨어지면 안되나요ㅠ? 궁금하네요 ㅎㅎ ,3
1,  알람오면 진동같은거도 오나요? ,3
1,  형님 드랍을 한이유 = 가격이 깡패다... 맞죠? 아냐? ,3
1,  여기에 블루투스 이어폰 연결해서 사용은 불 가능하죠? ,3
1,  한글폰트 변경 리뷰는 아직 영상이 없는건가요? ,3
1,  미밴드4 차고 수영수에 사우나랑 샤워까지 하려고 주문했는데 방수 괜찮을까요?? ,3
