id,댓글,공감수
1,  기어 핏2 후속작인가.. 라고 생각했는데 완전 하위호환인듯.. ,3
1,  와칸다 ㅋㅋㅋㅋㅋ ,3
1,  기어핏 2 프로를 사려고 했는데 걍 핏으로 갈아탈까여? 고민 됨니당... 기능을 따지는 편이예요! ,3
1,  10:11 와칸다!!! ,3
1,  사고 싶지만 못살거 같네요..ㅠㅜ 흑 ,3
1,  기어핏2프로 나름 만족했는데 스트랩연결부분이 2번이나 부서져서 갤럭시워치로 넘어갔다는ㄷㄷ 삼성밴드류들은 스트랩 연결부분이 플라스틱이라서 어디에 걸리면 부서져요 ,3
1,  감사합니다 kg님 아니였음 존재도 모르고 살았을거에요 제용돈으로 fit e 사려구요ㅎㅎ ,3
1,  음악 재생 컨트롤이랑 날씨 확인 기능 없는지 궁금합니다! ,3
1,  갤럭시 ~ Yee 귀여워~ ,3
1,  충전기가 왠지 고장이 잘 날것같이 생겼네요..기어핏2 사용할때도 충전기때문에 스트레스 많이 받았는데 말이죠... ,3
1,  영상은 한국어로 한번만 촬영하고 영어버전은 더빙만 하는 줄 알았는데 아니네요 ㅎㄷㄷ ,3
1,  충격!) 어느 투명 케이스 보다 500원 비싼  스포츠 밴드가 있다!? 삐쓩빠쓩 ,3
1,  핏 엄청 기대했는데 베젤봐 ㅠㅠ 너무 두껍다 ,3
1,  이번에도 전작들처럼 올웨이즈온 디스플레이 기능이 있나요? ,3
1,  아 얼마전에 샤오미 미밴드3샀는데;; ,3
1,  이런걸 보면 어메이즈빗 핍은 정말 혜자롭구나 생각 되네요 ㅎㅎ ,3
1,  앗...한 달 전에 기어핏2 샀는데.... ,3
1,  와칸다뽀에버!!!! ,3
1,  수면 트뤡퀴이잉~ ,3
1,  이거 보면서 아...미밴드 괜히샀다...라고 생각한 1인ㅋㅋㅋㅋㅋㅋㅋㅋ ,3
1,  대장님 왤케 손을 떠십미까ㅠㅠㅠㅠㅠㅠㅠ 리뷰 그만하고 운동하십쇼ㅠㅠㅠㅠㅠㅠㅜ (넝담인거 아시죠?ㅎ) ,3
1,  전 그 칼이 더 갖고 싶네여 ㅎㅎㅎㅎ ,3
1,  화면이 너무 작네요.. ,3
1,  M40ㅠㅠ ,3
1,  ㅇㅈ ,3
1,  노트7에 덤으로 광역살포했던 기어핏2 가 아직도 자기잠식 중 ,3
1,  Haylou gt1 가야지 ,3
1,  오늘은 유독 손을 많이 떠시네요ㅜㅜ ,3
1,  와칸다 포에버 ,3
1,  yee~~ ,3
1,  기대했던거보다 실망감이 더크다 ㅠㅠ ,3
1,  와칸다 포에버! ,3
1,  F717님 개봉기 하실때 쓰는 칼이 뭔지 알려주세요~ ,3
1,  ㅎㅎ 1달전쯤에 갤럭시 핏2 프로 샀는데 ㅎㅎㅎㅎ ,3
1,  근데 두목님 e를 세게 발음하시는거보면 경상도 사람인가? 영어를 해서 그런거 겠죠? ,3
1,  그래도 e 보단 미밴드 3가 나을듯 ,3
1,  와칸다 ! ,3
1,  fit yee~ ,3
1,"  두목님, 애플워치 공식 리뷰는 언제 올라오려나요...? 리뷰 밀리신게 너무 많아요 ㅜㅜㅜㅜ ",3
1,  미밴드3 써보신분들은 알겠지만 핏e가 미밴드3에비해 매리트가 전혀없어요 기능상으론 미밴드2에 더 가깝습니다 피트니스밴드에 사이클링모드를 뺀것도 그렇고 메세지내용이 확인이 안되는것도 미밴드2랑 더 가까운모습을 보이고있습니다 ,3
1,  핏이 가격이 7만원 정도였으면 샀을건데... ,3
1,  X맨잘봤습니다 !! ,3
1,  우와.. 전 오프라인에서 못구해서 온라인으로 주문했는데 보고싶던 언박싱이 나왔군요 ,3
1,  후... 수영... 고민됨 ,3
1,  저 지금 미밴드 3사용중인데 제꺼가 밀리는것같네요ㅋㅋ ,3
1,  아 작년에 기어핏2pro 샀는데 잘샀다 겔럭시 핏 화면 드럽게 작네 ,3
1,  애플워치 4 리뷰는 없나요? ,3
1,  갤럭시 와이드4 리뷰 해주세요 ,3
1,  갤럭시 핏 살건데 제폰이 갤럭시 a7(2018) 인데 연결 되나요?? ,3
1,  하 와칸다라니.... ,3
1,  A60 리뷰는 언제 해주시나요 ㅠ ,3
1,  Fit 흰색 사용하는데 때가 너무잘타요. 걍 검정 사는거 추천드려요. 비눗물로 딱아도 계속 남아있음ㅠㅠ ,3
1,  와 좋아보여 ,3
1,  가격대비 기어핏2에 발끝에 미치네요. 사용시간 긴건 인정... ,3
1,  나온지도 몰랐네^^ ,3
1,  가격이 상당하네요.. ,3
1,  음..기어핏2랑 똑같아보이는데..? ,3
1,  언더.. 케이지! 언더.. 케이지! 언더.. 케이지! (범배형 따라하는 거임)-블랙팬서 10:06 와칸다.. 포에빠 ,3
1,  수면 트뤠킹 언더케이지 님 발음 대봑쓰~ ,3
1,  두목님 믿고 핏 구매했습니다. 제발 리뷰에서 좋다해주세요. ,3
1,  가격은 핏e가 샤오미가인데 기능은 핏이 샤오미미밴드랑 다를게 없는데 가격은 3배이고 삼성만의 특색적 디자인이 있는것도 아니고 흠 ,3
1,  갤럭시 핏 118800원 하는 가격ㄷㄷ 꼭 사야하는 워츠죠 ,3
1,  츄뤠킹!!! ,3
1,  1:40 (어고).. 날 놀라게 했어 ,3
1,  e는 옛날 갬성 느끼라는건가 흑백화면 ㅋㅋ (가격은 혜자네) ,3
1,  하이여 ,3
1,  갤럭시 핏 e ↗ 를 가져왔습니다 ,3
1,  아무리봐도 미밴드가 훨씬 나아보이네요 ㅋㅋ ,3
1,  아않이 나 미밴드3 샀는데 ,3
1,  핏e는 미밴드랑 비교해서 두배에 달하는 가격을 고객들이 이해할만한 장점이 좀 부족한것 같네요... ,3
1,  진짜 사고싶다 그런데 갤럭시워치 액티브가 있어서 조금 망설여지네요 ,3
1,  두목님 안 그래도 기달렸습니다!!!!ㅋㅋㅋㅋ 저희 통장을 텅장으로 만들어줘요!!!!!! ,3
1,  대낮에도 볼 수 있을 정도로 디스플레이 밝기 괜찮나요? 궁금하네요ㅋㅋㅋ ,3
1,  와간다 보에버 ,3
1,  일단 리뷰 보고 사야겠다..... 스마트워치 갖고싶어 미치려고 했는디 ,3
1,  흠....삼성 갈까? ,3
1,  트뤡퀵!! ,3
1,  갤럭시 핏2 아이폰도 삼성폰처럼 사용가능하나요...? ,3
1,  둘중에  기기에 음악을 저장해서 블루투스 이어폰으로 들을수 있는게 있을까요? ,3
1,  미밴드3와 Fit e 중에 뭐가 더 좋아여? ,3
1,  췌킹? ㅋㅋ ,3
1,  어째 퇴화 되는거 같네요... ,3
1,  아니이.... 2주전에 기어핏샀는데에.... ,3
1,  오늘 알람와서 정보가 궁금했는데 간단히라도 리뷰해주셔서 감사합니다. 어메이징핏 쓰는중이라 바꿀의향이있었는데... 간략한 리뷰만봐도 제 경우에는 바꿀 필요는 없어보이네요. ㅎㅎㅎ ,3
1,  어메이즈핏빕 사용중인데 그냥 쓰던거 써야겠네요 ㅎㅎ;; gps나 자전거 탈때도 그렇고.. 리뷰는 잘봤습니다 ,3
1,  파라리 미밴드산다~ ,3
1,  e사용하느니 미밴드4 승리 ,3
1,  제가 워치46mm 구매 하기 한 참 전에 기어 핏2 라지 유저였는데.. 지금은 구석에 쳐박아놔서 쓸 일이.. ㅋㅋㅋㅋ ,3
1,  두목님 포에버 ,3
1,  갤럭시핏 교통카드 기능 되나요?? ,3
1,  2등 ,3
1,  미밴드3사용중인데 보고나서 넘어갈생각이없어지네 그냥 미밴드5나 기달려야지 ,3
1,  갤럭시 핏 음악재생 컨트롤러도 되나요? ,3
1,  미밴드 3와 비교해주세요 ㅎㅎ ,3
1,  AOD 탑제인가요? ,3
1,  혹시 k20 & k20pro 리뷰 가능한가요? ,3
1,  미밴드4 기다려지는군요 ㅋ ,3
1,  미밴드 차기 유출나왔는데 컬러디스플레이.. 아마 핏e 살가격이면 살수있을듯.. 근데 컬러도 모노도 싼티 엄청나네요 ,3
1,  가격이 글케 차이나? ㅋㅋㅋㅋ ,3
1,  아이폰에 연결이 되는군요^^ ,3
1,  갤럭시 핏 노래 다운로드 해서 블투 이어폰으로 노래 들을수 있나요 ??? 아시는분 계시면 답글좀 부탁드려요 ㅃㄹㅃㄹ ,3
1,  리뷰 정말 감사합니다. 샤오미 미밴드 4 바로 사러 가기 https://coupa.ng/bk5DMf ,3
1,  E는 스크린 옆으로 밀면 안넘어가고 터치해야해요? ,3
1,  이거를 미밴드 받은 날에 알게 되다니..ㅜ ,3
1,  수면 췍킹 ,3
1,  미밴드 4  4만원에 아몰레드....갤럭시핏 컬러 존망 테크 타네요... 미밴4 26일 사용가능하다던데 ,3
1,  미밴드 압승. ,3
1,  요즘은 '게섯거라'말고 '비켜' 쓰더라구여 ,3
1,  빠르다 ,3
1,"  미밴드 4 유출(샤오미 공식 발표 포함) : 밴드 내에서 음악 제어 가능, 컬러 추가, 심전도 센서 추가(예정), (3보다)더 커진 화면, 더 길어진 배터리 사용 시간 ",3
1,  핏 Yee!!! ,3
1,  미밴드 2가 정말 잘만든거란 생각이 다시한번 드네요. ,3
1,  기어 핏 nfc기능으로 충전까지만 가능한건가요? ,3
1,  갤핏 샤워 할 때 착용해도 괜찮은가요? ,3
1,  겔럭시 기어 프로 밴드 풀려서 잊어버린 이후로 안사기로 ,3
1,  아부지 생신 선물로 미밴드3 25000원에 구입해서 크게 끌리지 않는데... 미밴드4 나오기를 기다리는 중 ,3
1,  트뤠킝 ,3
1,  가성비로는 미밴드3나 코아밴드3가 좋은데 더 좋은게 나왓다 갤럭시 핏E ,3
1,  갤럭시핏 vs 핏빗 버사 중고... ,3
1,  미밴드4 언제나올까요.. ,3
1,  디자인이 2~3만원짜리 같아서 -_- ,3
1,  당 떨어지셧나.... 왜이 벌벌 떠세요!! ,3
1,  1빠 ,3
1,  애플워치시리즈4리뷰는 없나요? ,3
1,  핏e는 자전거타기 측정 가능해요? ,3
1,  S7엣지에다가 에어팟2사용중인데 이거 써도 괜찮을까요? ,3
1,  수면 Tracking ,3
1,  두목님이라면 뭘 사시겠습니꽈? ,3
1,  e보다 미밴드3가 나은듯. ,3
